id,name,lat,lng
10101991e5f0411cbbe726a0a4f599a8,inizing,59.314188837648906,18.038716649671642
af7beb3d87b64a3bb0988b2283e934e6,Vertza,59.33244631599369,18.074927884726492
d95adadc52db481b9321defb43e4dcff,Loosauce,59.3061520253712,18.076331490519976
0cd7d67e1d834bf7bde3f26e3cf27b7c,Yanet,59.334692530254344,18.070607051843698
cd7b4f9eabcc436fa6e965270fd97197,TwiJam,59.33009465134267,18.065064994451554
21bad590818a4ef593fa255a722355cf,OpenZee,59.34744678054839,18.070949208632374
74fed8cf74c747e6abbb60c1b306ac8e,Blaodiant,59.326863410797266,18.146924611568828
fdad9d45478b4936876bd02baa7000f7,Glifgo Media,59.38881898452477,18.06302605432051
5e1268431e8a40f69be3351fbff0f0fa,ZuEra,59.34493541810922,18.089789834689558
8bdce0394c9f43a69216e7a5c29ffe0d,twila,59.335453362172764,18.061542709169682
b44649c47a8a43759f0a3413cbf48117,BlaoBox,59.34293166405088,18.076627292187545
191cc134daa44d6a9dcc0c403fc41152,XoCkr,59.3867098081718,18.04040280196271
6e5dc556646c44b0b4f7d9c3afd7c649,Youcloud,59.230832676939805,18.06421264341835
f6bfbe5966cf4b15ad685cd0137c3f3c,ikee,59.329156777620646,18.065003059523715
6764e08b7778488394a79f71c7ce750f,Adchi,59.33028831850826,18.071473504147868
523999a715254ca5864fac3817623853,DoChi,59.336270535558796,18.065841392145344
695df3a8cd0741f2b06c01fcaab8442a,Ibiscro Designs,59.30539727368704,18.04806350825235
c25277ed688d4966891af37a77abb7e8,twiba,59.30274533458868,18.029156046851067
7891c9d16f1040c8b8b6fa946d295f36,Floqa Designs,59.334722196838044,18.031851638331624
fa1b5e43970f4c3e9fe7f34981cd2c47,scrockr,59.32385758660587,18.080202244108634
2a8b43d7ae5a4e5fa8d0cde722a9b43b,Skotra Collective,59.352432228021804,18.074624139939907
12b457b951ba45e2894f659a0ee89bf5,Xozing,59.31239483776979,18.084819737077606
12551bba36054417ae984167be01b63d,FilSense,59.25693796109834,18.062990462249747
5c216151001a4881be91dc4e879c1f65,Remify,59.32860225240744,18.068381006146563
0747666413034a30b9a7e0e579a98ac4,Cloudscro,59.32947531917899,18.071096808002757
9ba4639b43714d87adb2491193b8a079,ZimBee,59.33458946146764,18.066292425441304
31a6bddee1c3482ba7ebd45852895845,Glifon Designs,59.381206071409416,18.041138629041722
509fb2095a8d4c3bbc4cad3781e15838,Blaocloud,59.34064450452953,18.04213106051885
32fb21b7803246b9bd9ff5ad12816885,CloudKee,59.38187330603116,18.08988852495132
a22b3a5f5aae475cbed1c4676538f040,Bodiant,59.30431926564941,18.06441103052834
b3ca7d6f8e884a15a87c82b199b6b674,Dotjam,59.33209577842237,18.064610544437823
1a86c38088b647c1865ba2427ca64fef,MyMonkey,59.31854844674421,18.07112589526273
7c550de8866a4797b33443b1c0da1dca,Remera Systems,59.33136567555451,18.058619662164297
a44af66349224716aaebfcb1539df3ec,Yascro,59.33994298897453,18.102914892519948
2f0bdd66af82403b83c3a30819132f7f,Scrobio Media,59.332192647533795,18.063463168277558
7f9aebd3b913487f9c49b628373f3293,Adbio,59.312565727322394,18.039688631547133
c87ffda175b34c8e8f8683f278985dca,Proster,59.34370089305689,18.067981039523627
c2894a94bf9f40cc9058e466a6ce7c05,Plurchi,59.352053706584584,18.00824770421243
f28316f3b3214ffeb3b9a6d986cbc90d,skonico,59.32672822005883,18.070375596178188
609dca98fe4646ce8e4ffc3b8fd73961,ifish,59.33665540205679,18.011134693731307
23ebaa98b7ab4044a4d3393d3bdded6f,zimchi,59.4482493389202,18.085730852602996
52e072ff15794fb2ba55f7b632d9ea84,DotLy,59.32313047041618,18.059702247542667
33c76f35e8e64e2db297993941b2e7b3,Ibidoodle,59.33885287127491,18.06826711721437
daea5d939d174a38be5081940bf2a831,Kabmonkey Media,59.408513311194525,18.058394364081888
9ec6b3c541c84c6f8260e3318855f24a,glifnico,59.32965463921872,18.063910718856825
61fbb6e0e5554ce995d8db339a040757,Trusauce,59.33085007366837,18.082091248162488
b5ab94987b2d43ad895b708077868053,blinggo,59.3317338772184,18.07046354558662
1791075417df4ed5ad43415fc3adc790,PlurGa,59.33727198720796,18.056894596709753
02e9b3312fe34fe58109dadba3d7dcfd,yola,59.32135464154813,18.092671222659188
1b032d2653c1491cb76fc653f8233aa7,CloudSauce,59.38828003768562,18.041024675031466
0f64b91500434a5da04446ad99318fa4,DotYou,59.26605222944851,18.078470646959584
6689af74e5a441bab57970ef7d961dec,yoly,59.359258930579315,18.092316028271476
b370d711c0ff43c9875562e332180741,Prosauce Systems,59.36259576616085,18.041311790236133
5e4976b475844942ac9b9132db39f8fe,scrogeo,59.3350097226491,18.0652181499882
0c5de3d50c254ad59522bb5206aef195,DotMonkey,59.33589972309497,18.071170976943105
f1b203267d794ba382e40783230072af,ibiscro,59.317962047027365,18.06856359067553
8c9f48f14f974aab86730b5a02885444,Scrojing Media,59.344830862094,18.05961564958317
579f652e4b7f43dbb1617adf50640be9,Dayyou,59.34660743606769,18.12330183026826
b0c474eb1f954920bc7c83d09e3a75fa,GlifFish,59.347103614670495,18.06502382804988
8c6744b207214e1a81703b05bb23c306,Zinnet Systems,59.351175146068925,18.094985859734994
ac36085903574c52af3f00c235538ef4,Kabla,59.33221639627494,18.0514873138431
0f807ad7896845d8b1df006e5a0f4104,mygo,59.37084859379017,18.067570174247148
0269200330434d58804ba750ec54f41c,plurza,59.30328588457209,18.050676207876563
c8914f3345f04b5f9a43367e0f329084,NiHop,59.329072664772326,18.068667245486573
4babec16eaf34824b1c8f211867de863,yeddtra,59.307633017523706,18.04278626032704
482a16a95f724b6e868395cda62ec680,Zuzee Media,59.333346031841714,18.064281273174537
367cbf1f037343dabc34fa8f52ad7dab,Rabio,59.370482373452184,18.043265198422095
d31bab6385354fc693503685d8549a8c,Adtrix Systems,59.307358009524386,18.08055768230394
79d408e1bde44a8385b472f07528a5f8,Youdoodle Systems,59.31576275633917,18.03981682177753
04472d22cf7846568abba7c1f6937275,LooSauce,59.33592136282516,18.064690498994487
25c073d6de9d43f294b1d050c4b7b7f3,Openfish Systems,59.335698775667176,18.053083732887885
b170e8babc55479d97310efa5f21a35f,Yanico Media,59.29206570407255,18.034988263976196
a17039421f9341e285385a3001bb240e,Boscro Systems,59.32732174591738,18.058097692125983
3b36b92a6c62448c882cd589721f07a1,Bosense Labs,59.41033732264671,18.04212654911937
58f10341f1c64ad1862d6ba541152527,Myera,59.33185234988692,18.06466474432195
2cd0d24c3a724e858e7265b89e7ca3e9,Radoodle,59.33720005807623,18.02455858373124
f075c7fca3054fb2b68c5bda73d8ff7f,Kosmonkey Media,59.335854143916336,18.06917514051948
cf7df9c8197942e88f3e38cc36d70440,SkoSense,59.3213240880713,18.07326374996222
1d23b6cd2ffa47379e29349fe131eeec,flogeo,59.3278614016949,18.070264702519356
4f9c9ea9cb1f418fb2deefe8d62f9d79,Yasy Labs,59.37065707201408,18.109471365109897
94491247290c4e588be727284340d896,ninico,59.33598439401803,18.063048831634777
916c74844d2840b19a40d23373074ff4,Myton,59.387078676981886,18.161736979080516
7cd0beb1c4bf4828ab3bbd58efe9e0a1,daychi,59.34071424765105,18.054951071534195
e981f994b74543818a47f5c88026e765,razizzl,59.31829286043057,18.049538254618444
5f6243203f3c4e25b6c85b6908af5963,BoQa,59.33302029806917,18.07112763364757
7646bf570e934133a0a47912ab68d4c0,ClaxYou,59.33187988757325,18.111255333097606
6b2be5c89d6f48ff9fb4bbf32de47a02,Prosense,59.31747460068825,18.045643668647102
91964ad6a4174d3798d10da8b504604d,YaIfy,59.29678168918693,18.02111679289913
2eee5f33ba474f328a5adf71f8dea002,LiveKee,59.33246335599813,18.075566375746753
5d8743e44b034bcea73edf8f915575ee,Dayspace,59.313760338971065,18.12180292795585
796e07aec0da40bcba2a0942d1c66940,zinckr,59.32810794070273,18.069253986631818
e2fb520240f845dd9fd810804b2f7457,Yago,59.315415025654914,18.041621857494988
8a7f0682ad8945288dfcdf0d7cb22b84,NiBo,59.30345878253445,18.12208487814999
9b8d0ca8928847b5a964b689201e665b,plurbio,59.317803550195315,18.020074134057808
0733f7593cc346b5ae2563cf99bfd7c5,raba,59.33991318665413,18.060299455259546
56589aee0628431eafeebddab7752380,Openza Designs,59.31534957118316,18.063038709993716
7688a6af0ce744fe8c8930e263058afa,DayEra,59.31560991105573,18.042673897494893
61ca76cf8e804c37bc154b8b867336d2,Mykee Systems,59.331649970876825,18.08631334157825
e29715551a5043b4a3a22106bd390d43,kabnico,59.351479989525146,18.092575980024176
3fce95c4ffc748bba7fdbb2e115cdace,Kosify Labs,59.371555106378295,18.179023836938033
548d874c41f249b29ee8a2acf7a26c14,KabBa,59.32116032861503,18.070324000148744
497dd0c4a943456b8acbf716e208e0ea,BoSense,59.31727878644106,18.035636031399847
3e8c8233bf194f7cbe79dbcd2a0f2a5a,trujing,59.31540101844208,18.0714815230773
675cc25b095e44b1b9c26ad905ec7538,scroera,59.26505429839926,18.032362505512648
f79d2b94143246a58feff2a048ec51c4,Promo,59.27225459221146,18.012504742685483
c6717adfc9074680893da795c146ab0e,verton,59.343410798204914,18.06968049630256
3dfe280d442f4d9cba65cd3cab8dd627,DotBa,59.33514664004661,18.06759436744658
9e890829de9b4a3c9df2148e40545ddf,BlaoEra,59.326187375666116,18.069575270821947
7b1f2da0e08d42d5bf87447d02e2cdd6,remmee,59.31630297435606,18.051118644703834
72f5cf1007ce42ee9461529b30ce220a,NiGo,59.38201862252463,18.09982978916122
e381e15655c5409d8120655c505e6d57,Vertdoodle Systems,59.30232458595303,18.018913413573117
fda166368372408885859a0479d789ee,Dotba,59.30231886530767,18.05267087897436
d5c53af4ca4c4b7ebbcebbaf5b393cd5,twila,59.30320332278178,18.088434978786758
2605a1dc3f6042dd9ef66ecb0bd0260c,VertDoodle,59.29172076162305,18.102944295248623
fd36b3ff743e4d9db70e95e499a7f3ca,Adzing Designs,59.33999530025746,18.076089753035816
06637488666e48119151706ae623594b,Remify Media,59.32328990842894,18.09454298031301
af9437a894fd4a85a6d043c890cd0aeb,kabgo,59.334802382761566,18.040766054996265
9a6de629100147f99c277f4eadeffa53,yoqa,59.400215355037155,18.075653313681563
09faef6a911d4e69bee16234c820c06b,Filgeo Labs,59.33843915845583,18.121438634910938
